MAINTENANCE_AGENCY_ID,CUBE_MAPPING_ID,NAME,CODE,SOURCE_CUBE_ID,DESTINATION_CUBE_ID,DESCRIPTION
ECB,M_F_16.02_REF_FINREP 201,F_16.02-->F_16.02_REF__FINREP 201,M_F_16.02_REF_FINREP 201,EBA_FINREP_EBA_F_16.02_FINREP_2017-A,FINREP_REF_F_16.02_REF_FINREP 201,"Mapping cubes, source cube: F_16.02, target cube: F_16.02_REF, version: FINREP 201"
ECB,M_F_44.02_REF_FINREP 201,F_44.02-->F_44.02_REF__FINREP 201,M_F_44.02_REF_FINREP 201,EBA_FINREP_EBA_F_44.02_FINREP_2017-A,FINREP_REF_F_44.02_REF_FINREP 201,"Mapping cubes, source cube: F_44.02, target cube: F_44.02_REF, version: FINREP 201"
ECB,M_F_40.02_REF_FINREP 201,F_40.02-->F_40.02_REF__FINREP 201,M_F_40.02_REF_FINREP 201,EBA_FINREP_EBA_F_40.02_FINREP_2017-A,FINREP_REF_F_40.02_REF_FINREP 201,"Mapping cubes, source cube: F_40.02, target cube: F_40.02_REF, version: FINREP 201"
ECB,M_F_09.01_REF_FINREP 201,F_09.01-->F_09.01_REF__FINREP 201,M_F_09.01_REF_FINREP 201,EBA_FINREP_EBA_F_09.01_FINREP_2017-A,FINREP_REF_F_09.01_REF_FINREP 201,"Mapping cubes, source cube: F_09.01, target cube: F_09.01_REF, version: FINREP 201"
ECB,M_F_01.02_REF_FINREP 201,F_01.02-->F_01.02_REF__FINREP 201,M_F_01.02_REF_FINREP 201,EBA_FINREP_EBA_F_01.02_FINREP_2017-A,FINREP_REF_F_01.02_REF_FINREP 201,"Mapping cubes, source cube: F_01.02, target cube: F_01.02_REF, version: FINREP 201"
ECB,M_F_44.01_REF_FINREP 201,F_44.01-->F_44.01_REF__FINREP 201,M_F_44.01_REF_FINREP 201,EBA_FINREP_EBA_F_44.01_FINREP_2017-A,FINREP_REF_F_44.01_REF_FINREP 201,"Mapping cubes, source cube: F_44.01, target cube: F_44.01_REF, version: FINREP 201"
ECB,M_F_16.04_REF_FINREP 201,F_16.04-->F_16.04_REF__FINREP 201,M_F_16.04_REF_FINREP 201,EBA_FINREP_EBA_F_16.04_FINREP_2017-A,FINREP_REF_F_16.04_REF_FINREP 201,"Mapping cubes, source cube: F_16.04, target cube: F_16.04_REF, version: FINREP 201"
ECB,M_F_09.02_REF_FINREP 201,F_09.02-->F_09.02_REF__FINREP 201,M_F_09.02_REF_FINREP 201,EBA_FINREP_EBA_F_09.02_FINREP_2017-A,FINREP_REF_F_09.02_REF_FINREP 201,"Mapping cubes, source cube: F_09.02, target cube: F_09.02_REF, version: FINREP 201"
ECB,M_F_40.01_REF_FINREP 201,F_40.01-->F_40.01_REF__FINREP 201,M_F_40.01_REF_FINREP 201,EBA_FINREP_EBA_F_40.01_FINREP_2017-A,FINREP_REF_F_40.01_REF_FINREP 201,"Mapping cubes, source cube: F_40.01, target cube: F_40.01_REF, version: FINREP 201"
ECB,M_F_01.01_REF_FINREP 201,F_01.01-->F_01.01_REF__FINREP 201,M_F_01.01_REF_FINREP 201,EBA_FINREP_EBA_F_01.01_FINREP_2017-A,FINREP_REF_F_01.01_REF_FINREP 201,"Mapping cubes, source cube: F_01.01, target cube: F_01.01_REF, version: FINREP 201"
ECB,M_F_20.06_REF_FINREP 201,F_20.06-->F_20.06_REF__FINREP 201,M_F_20.06_REF_FINREP 201,EBA_FINREP_EBA_F_20.06_FINREP_2017-A,FINREP_REF_F_20.06_REF_FINREP 201,"Mapping cubes, source cube: F_20.06, target cube: F_20.06_REF, version: FINREP 201"
ECB,M_F_11.03_REF_FINREP 201,F_11.03-->F_11.03_REF__FINREP 201,M_F_11.03_REF_FINREP 201,EBA_FINREP_EBA_F_11.03_FINREP_2017-A,FINREP_REF_F_11.03_REF_FINREP 201,"Mapping cubes, source cube: F_11.03, target cube: F_11.03_REF, version: FINREP 201"
ECB,M_F_04.06_REF_FINREP 201,F_04.06-->F_04.06_REF__FINREP 201,M_F_04.06_REF_FINREP 201,EBA_FINREP_EBA_F_04.06_FINREP_2017-A,FINREP_REF_F_04.06_REF_FINREP 201,"Mapping cubes, source cube: F_04.06, target cube: F_04.06_REF, version: FINREP 201"
ECB,M_F_13.03_REF_FINREP 201,F_13.03-->F_13.03_REF__FINREP 201,M_F_13.03_REF_FINREP 201,EBA_FINREP_EBA_F_13.03_FINREP_2017-A,FINREP_REF_F_13.03_REF_FINREP 201,"Mapping cubes, source cube: F_13.03, target cube: F_13.03_REF, version: FINREP 201"
ECB,M_F_17.03_REF_FINREP 201,F_17.03-->F_17.03_REF__FINREP 201,M_F_17.03_REF_FINREP 201,EBA_FINREP_EBA_F_17.03_FINREP_2017-A,FINREP_REF_F_17.03_REF_FINREP 201,"Mapping cubes, source cube: F_17.03, target cube: F_17.03_REF, version: FINREP 201"
ECB,M_F_04.05_REF_FINREP 201,F_04.05-->F_04.05_REF__FINREP 201,M_F_04.05_REF_FINREP 201,EBA_FINREP_EBA_F_04.05_FINREP_2017-A,FINREP_REF_F_04.05_REF_FINREP 201,"Mapping cubes, source cube: F_04.05, target cube: F_04.05_REF, version: FINREP 201"
ECB,M_F_43.00_REF_FINREP 201,F_43.00-->F_43.00_REF__FINREP 201,M_F_43.00_REF_FINREP 201,EBA_FINREP_EBA_F_43.00_FINREP_2017-A,FINREP_REF_F_43.00_REF_FINREP 201,"Mapping cubes, source cube: F_43.00, target cube: F_43.00_REF, version: FINREP 201"
ECB,M_F_02.00_REF_FINREP 201,F_02.00-->F_02.00_REF__FINREP 201,M_F_02.00_REF_FINREP 201,EBA_FINREP_EBA_F_02.00_FINREP_2017-A,FINREP_REF_F_02.00_REF_FINREP 201,"Mapping cubes, source cube: F_02.00, target cube: F_02.00_REF, version: FINREP 201"
ECB,M_F_30.01_REF_FINREP 201,F_30.01-->F_30.01_REF__FINREP 201,M_F_30.01_REF_FINREP 201,EBA_FINREP_EBA_F_30.01_FINREP_2017-A,FINREP_REF_F_30.01_REF_FINREP 201,"Mapping cubes, source cube: F_30.01, target cube: F_30.01_REF, version: FINREP 201"
ECB,M_F_45.03_REF_FINREP 201,F_45.03-->F_45.03_REF__FINREP 201,M_F_45.03_REF_FINREP 201,EBA_FINREP_EBA_F_45.03_FINREP_2017-A,FINREP_REF_F_45.03_REF_FINREP 201,"Mapping cubes, source cube: F_45.03, target cube: F_45.03_REF, version: FINREP 201"
ECB,M_F_16.05_REF_FINREP 201,F_16.05-->F_16.05_REF__FINREP 201,M_F_16.05_REF_FINREP 201,EBA_FINREP_EBA_F_16.05_FINREP_2017-A,FINREP_REF_F_16.05_REF_FINREP 201,"Mapping cubes, source cube: F_16.05, target cube: F_16.05_REF, version: FINREP 201"
ECB,M_F_42.00_REF_FINREP 201,F_42.00-->F_42.00_REF__FINREP 201,M_F_42.00_REF_FINREP 201,EBA_FINREP_EBA_F_42.00_FINREP_2017-A,FINREP_REF_F_42.00_REF_FINREP 201,"Mapping cubes, source cube: F_42.00, target cube: F_42.00_REF, version: FINREP 201"
ECB,M_F_46.00_REF_FINREP 201,F_46.00-->F_46.00_REF__FINREP 201,M_F_46.00_REF_FINREP 201,EBA_FINREP_EBA_F_46.00_FINREP_2017-A,FINREP_REF_F_46.00_REF_FINREP 201,"Mapping cubes, source cube: F_46.00, target cube: F_46.00_REF, version: FINREP 201"
ECB,M_F_31.02_REF_FINREP 201,F_31.02-->F_31.02_REF__FINREP 201,M_F_31.02_REF_FINREP 201,EBA_FINREP_EBA_F_31.02_FINREP_2017-A,FINREP_REF_F_31.02_REF_FINREP 201,"Mapping cubes, source cube: F_31.02, target cube: F_31.02_REF, version: FINREP 201"
ECB,M_F_16.06_REF_FINREP 201,F_16.06-->F_16.06_REF__FINREP 201,M_F_16.06_REF_FINREP 201,EBA_FINREP_EBA_F_16.06_FINREP_2017-A,FINREP_REF_F_16.06_REF_FINREP 201,"Mapping cubes, source cube: F_16.06, target cube: F_16.06_REF, version: FINREP 201"
ECB,M_F_01.03_REF_FINREP 201,F_01.03-->F_01.03_REF__FINREP 201,M_F_01.03_REF_FINREP 201,EBA_FINREP_EBA_F_01.03_FINREP_2017-A,FINREP_REF_F_01.03_REF_FINREP 201,"Mapping cubes, source cube: F_01.03, target cube: F_01.03_REF, version: FINREP 201"
ECB,M_F_44.03_REF_FINREP 201,F_44.03-->F_44.03_REF__FINREP 201,M_F_44.03_REF_FINREP 201,EBA_FINREP_EBA_F_44.03_FINREP_2017-A,FINREP_REF_F_44.03_REF_FINREP 201,"Mapping cubes, source cube: F_44.03, target cube: F_44.03_REF, version: FINREP 201"
ECB,M_F_31.01_REF_FINREP 201,F_31.01-->F_31.01_REF__FINREP 201,M_F_31.01_REF_FINREP 201,EBA_FINREP_EBA_F_31.01_FINREP_2017-A,FINREP_REF_F_31.01_REF_FINREP 201,"Mapping cubes, source cube: F_31.01, target cube: F_31.01_REF, version: FINREP 201"
ECB,M_F_22.01_REF_FINREP 201,F_22.01-->F_22.01_REF__FINREP 201,M_F_22.01_REF_FINREP 201,EBA_FINREP_EBA_F_22.01_FINREP_2017-A,FINREP_REF_F_22.01_REF_FINREP 201,"Mapping cubes, source cube: F_22.01, target cube: F_22.01_REF, version: FINREP 201"
ECB,M_F_16.03_REF_FINREP 201,F_16.03-->F_16.03_REF__FINREP 201,M_F_16.03_REF_FINREP 201,EBA_FINREP_EBA_F_16.03_FINREP_2017-A,FINREP_REF_F_16.03_REF_FINREP 201,"Mapping cubes, source cube: F_16.03, target cube: F_16.03_REF, version: FINREP 201"
ECB,M_F_04.08_REF_FINREP 201,F_04.08-->F_04.08_REF__FINREP 201,M_F_04.08_REF_FINREP 201,EBA_FINREP_EBA_F_04.08_FINREP_2017-A,FINREP_REF_F_04.08_REF_FINREP 201,"Mapping cubes, source cube: F_04.08, target cube: F_04.08_REF, version: FINREP 201"
ECB,M_F_22.02_REF_FINREP 201,F_22.02-->F_22.02_REF__FINREP 201,M_F_22.02_REF_FINREP 201,EBA_FINREP_EBA_F_22.02_FINREP_2017-A,FINREP_REF_F_22.02_REF_FINREP 201,"Mapping cubes, source cube: F_22.02, target cube: F_22.02_REF, version: FINREP 201"
ECB,M_F_14.00_REF_FINREP 201,F_14.00-->F_14.00_REF__FINREP 201,M_F_14.00_REF_FINREP 201,EBA_FINREP_EBA_F_14.00_FINREP_2017-A,FINREP_REF_F_14.00_REF_FINREP 201,"Mapping cubes, source cube: F_14.00, target cube: F_14.00_REF, version: FINREP 201"
ECB,M_F_12.00_REF_FINREP 201,F_12.00-->F_12.00_REF__FINREP 201,M_F_12.00_REF_FINREP 201,EBA_FINREP_EBA_F_12.00_FINREP_2017-A,FINREP_REF_F_12.00_REF_FINREP 201,"Mapping cubes, source cube: F_12.00, target cube: F_12.00_REF, version: FINREP 201"
ECB,M_F_10.00_REF_FINREP 201,F_10.00-->F_10.00_REF__FINREP 201,M_F_10.00_REF_FINREP 201,EBA_FINREP_EBA_F_10.00_FINREP_2017-A,FINREP_REF_F_10.00_REF_FINREP 201,"Mapping cubes, source cube: F_10.00, target cube: F_10.00_REF, version: FINREP 201"
ECB,M_F_41.02_REF_FINREP 201,F_41.02-->F_41.02_REF__FINREP 201,M_F_41.02_REF_FINREP 201,EBA_FINREP_EBA_F_41.02_FINREP_2017-A,FINREP_REF_F_41.02_REF_FINREP 201,"Mapping cubes, source cube: F_41.02, target cube: F_41.02_REF, version: FINREP 201"
ECB,M_F_04.10_REF_FINREP 201,F_04.10-->F_04.10_REF__FINREP 201,M_F_04.10_REF_FINREP 201,EBA_FINREP_EBA_F_04.10_FINREP_2017-A,FINREP_REF_F_04.10_REF_FINREP 201,"Mapping cubes, source cube: F_04.10, target cube: F_04.10_REF, version: FINREP 201"
ECB,M_F_45.02_REF_FINREP 201,F_45.02-->F_45.02_REF__FINREP 201,M_F_45.02_REF_FINREP 201,EBA_FINREP_EBA_F_45.02_FINREP_2017-A,FINREP_REF_F_45.02_REF_FINREP 201,"Mapping cubes, source cube: F_45.02, target cube: F_45.02_REF, version: FINREP 201"
ECB,M_F_41.01_REF_FINREP 201,F_41.01-->F_41.01_REF__FINREP 201,M_F_41.01_REF_FINREP 201,EBA_FINREP_EBA_F_41.01_FINREP_2017-A,FINREP_REF_F_41.01_REF_FINREP 201,"Mapping cubes, source cube: F_41.01, target cube: F_41.01_REF, version: FINREP 201"
ECB,M_F_11.04_REF_FINREP 201,F_11.04-->F_11.04_REF__FINREP 201,M_F_11.04_REF_FINREP 201,EBA_FINREP_EBA_F_11.04_FINREP_2017-A,FINREP_REF_F_11.04_REF_FINREP 201,"Mapping cubes, source cube: F_11.04, target cube: F_11.04_REF, version: FINREP 201"
ECB,M_F_04.01_REF_FINREP 201,F_04.01-->F_04.01_REF__FINREP 201,M_F_04.01_REF_FINREP 201,EBA_FINREP_EBA_F_04.01_FINREP_2017-A,FINREP_REF_F_04.01_REF_FINREP 201,"Mapping cubes, source cube: F_04.01, target cube: F_04.01_REF, version: FINREP 201"
ECB,M_F_06.01_REF_FINREP 201,F_06.01-->F_06.01_REF__FINREP 201,M_F_06.01_REF_FINREP 201,EBA_FINREP_EBA_F_06.01_FINREP_2017-A,FINREP_REF_F_06.01_REF_FINREP 201,"Mapping cubes, source cube: F_06.01, target cube: F_06.01_REF, version: FINREP 201"
ECB,M_F_45.01_REF_FINREP 201,F_45.01-->F_45.01_REF__FINREP 201,M_F_45.01_REF_FINREP 201,EBA_FINREP_EBA_F_45.01_FINREP_2017-A,FINREP_REF_F_45.01_REF_FINREP 201,"Mapping cubes, source cube: F_45.01, target cube: F_45.01_REF, version: FINREP 201"
ECB,M_F_17.01_REF_FINREP 201,F_17.01-->F_17.01_REF__FINREP 201,M_F_17.01_REF_FINREP 201,EBA_FINREP_EBA_F_17.01_FINREP_2017-A,FINREP_REF_F_17.01_REF_FINREP 201,"Mapping cubes, source cube: F_17.01, target cube: F_17.01_REF, version: FINREP 201"
ECB,M_F_11.01_REF_FINREP 201,F_11.01-->F_11.01_REF__FINREP 201,M_F_11.01_REF_FINREP 201,EBA_FINREP_EBA_F_11.01_FINREP_2017-A,FINREP_REF_F_11.01_REF_FINREP 201,"Mapping cubes, source cube: F_11.01, target cube: F_11.01_REF, version: FINREP 201"
ECB,M_F_13.01_REF_FINREP 201,F_13.01-->F_13.01_REF__FINREP 201,M_F_13.01_REF_FINREP 201,EBA_FINREP_EBA_F_13.01_FINREP_2017-A,FINREP_REF_F_13.01_REF_FINREP 201,"Mapping cubes, source cube: F_13.01, target cube: F_13.01_REF, version: FINREP 201"
ECB,M_F_21.00_REF_FINREP 201,F_21.00-->F_21.00_REF__FINREP 201,M_F_21.00_REF_FINREP 201,EBA_FINREP_EBA_F_21.00_FINREP_2017-A,FINREP_REF_F_21.00_REF_FINREP 201,"Mapping cubes, source cube: F_21.00, target cube: F_21.00_REF, version: FINREP 201"
ECB,M_F_17.02_REF_FINREP 201,F_17.02-->F_17.02_REF__FINREP 201,M_F_17.02_REF_FINREP 201,EBA_FINREP_EBA_F_17.02_FINREP_2017-A,FINREP_REF_F_17.02_REF_FINREP 201,"Mapping cubes, source cube: F_17.02, target cube: F_17.02_REF, version: FINREP 201"
ECB,M_F_04.07_REF_FINREP 201,F_04.07-->F_04.07_REF__FINREP 201,M_F_04.07_REF_FINREP 201,EBA_FINREP_EBA_F_04.07_FINREP_2017-A,FINREP_REF_F_04.07_REF_FINREP 201,"Mapping cubes, source cube: F_04.07, target cube: F_04.07_REF, version: FINREP 201"
ECB,M_F_11.02_REF_FINREP 201,F_11.02-->F_11.02_REF__FINREP 201,M_F_11.02_REF_FINREP 201,EBA_FINREP_EBA_F_11.02_FINREP_2017-A,FINREP_REF_F_11.02_REF_FINREP 201,"Mapping cubes, source cube: F_11.02, target cube: F_11.02_REF, version: FINREP 201"
ECB,M_F_13.02_REF_FINREP 201,F_13.02-->F_13.02_REF__FINREP 201,M_F_13.02_REF_FINREP 201,EBA_FINREP_EBA_F_13.02_FINREP_2017-A,FINREP_REF_F_13.02_REF_FINREP 201,"Mapping cubes, source cube: F_13.02, target cube: F_13.02_REF, version: FINREP 201"
ECB,M_F_04.07_REF_FINREP 3.0,F_04.07-->F_04.07_REF__FINREP 3.0,M_F_04.07_REF_FINREP 3.0,EBA_FINREP_EBA_F_04.07_FINREP_3.0-Ind,FINREP_REF_F_04.07_REF_FINREP 3.0,"Mapping cubes, source cube: F_04.07, target cube: F_04.07_REF, version: FINREP 3.0"
ECB,M_F_12.00_REF_FINREP 3.0,F_12.00-->F_12.00_REF__FINREP 3.0,M_F_12.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_12.00_FINREP_3.0-Ind,FINREP_REF_F_12.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_12.00, target cube: F_12.00_REF, version: FINREP 3.0"
ECB,M_F_22.01_REF_FINREP 3.0,F_22.01-->F_22.01_REF__FINREP 3.0,M_F_22.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_22.01_FINREP_3.0-Ind,FINREP_REF_F_22.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_22.01, target cube: F_22.01_REF, version: FINREP 3.0"
ECB,M_F_21.00_REF_FINREP 3.0,F_21.00-->F_21.00_REF__FINREP 3.0,M_F_21.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_21.00_FINREP_3.0-Ind,FINREP_REF_F_21.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_21.00, target cube: F_21.00_REF, version: FINREP 3.0"
ECB,M_F_11.01_REF_FINREP 3.0,F_11.01-->F_11.01_REF__FINREP 3.0,M_F_11.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_11.01_FINREP_3.0-Ind,FINREP_REF_F_11.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_11.01, target cube: F_11.01_REF, version: FINREP 3.0"
ECB,M_F_41.02_REF_FINREP 3.0,F_41.02-->F_41.02_REF__FINREP 3.0,M_F_41.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_41.02_FINREP_3.0-Ind,FINREP_REF_F_41.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_41.02, target cube: F_41.02_REF, version: FINREP 3.0"
ECB,M_F_20.04_REF_FINREP 3.0,F_20.04-->F_20.04_REF__FINREP 3.0,M_F_20.04_REF_FINREP 3.0,EBA_FINREP_EBA_F_20.04_FINREP_3.0-Ind,FINREP_REF_F_20.04_REF_FINREP 3.0,"Mapping cubes, source cube: F_20.04, target cube: F_20.04_REF, version: FINREP 3.0"
ECB,M_F_17.03_REF_FINREP 3.0,F_17.03-->F_17.03_REF__FINREP 3.0,M_F_17.03_REF_FINREP 3.0,EBA_FINREP_EBA_F_17.03_FINREP_3.0-Ind,FINREP_REF_F_17.03_REF_FINREP 3.0,"Mapping cubes, source cube: F_17.03, target cube: F_17.03_REF, version: FINREP 3.0"
ECB,M_F_30.01_REF_FINREP 3.0,F_30.01-->F_30.01_REF__FINREP 3.0,M_F_30.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_30.01_FINREP_3.0-Ind,FINREP_REF_F_30.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_30.01, target cube: F_30.01_REF, version: FINREP 3.0"
ECB,M_F_44.01_REF_FINREP 3.0,F_44.01-->F_44.01_REF__FINREP 3.0,M_F_44.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_44.01_FINREP_3.0-Ind,FINREP_REF_F_44.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_44.01, target cube: F_44.01_REF, version: FINREP 3.0"
ECB,M_F_11.02_REF_FINREP 3.0,F_11.02-->F_11.02_REF__FINREP 3.0,M_F_11.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_11.02_FINREP_3.0-Ind,FINREP_REF_F_11.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_11.02, target cube: F_11.02_REF, version: FINREP 3.0"
ECB,M_F_04.09_REF_FINREP 3.0,F_04.09-->F_04.09_REF__FINREP 3.0,M_F_04.09_REF_FINREP 3.0,EBA_FINREP_EBA_F_04.09_FINREP_3.0-Ind,FINREP_REF_F_04.09_REF_FINREP 3.0,"Mapping cubes, source cube: F_04.09, target cube: F_04.09_REF, version: FINREP 3.0"
ECB,M_F_41.01_REF_FINREP 3.0,F_41.01-->F_41.01_REF__FINREP 3.0,M_F_41.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_41.01_FINREP_3.0-Ind,FINREP_REF_F_41.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_41.01, target cube: F_41.01_REF, version: FINREP 3.0"
ECB,M_F_06.01_REF_FINREP 3.0,F_06.01-->F_06.01_REF__FINREP 3.0,M_F_06.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_06.01_FINREP_3.0-Ind,FINREP_REF_F_06.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_06.01, target cube: F_06.01_REF, version: FINREP 3.0"
ECB,M_F_22.02_REF_FINREP 3.0,F_22.02-->F_22.02_REF__FINREP 3.0,M_F_22.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_22.02_FINREP_3.0-Ind,FINREP_REF_F_22.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_22.02, target cube: F_22.02_REF, version: FINREP 3.0"
ECB,M_F_42.00_REF_FINREP 3.0,F_42.00-->F_42.00_REF__FINREP 3.0,M_F_42.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_42.00_FINREP_3.0-Ind,FINREP_REF_F_42.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_42.00, target cube: F_42.00_REF, version: FINREP 3.0"
ECB,M_F_13.02.1.b_REF_FINREP 2.9,F_13.02.1.b-->F_13.02.1.b_REF__FINREP 2.9,M_F_13.02.1.b_REF_FINREP 2.9,EBA_FINREP_EBA_F_13.02.1.b_FINREP_2.9,FINREP_REF_F_13.02.1.b_REF_FINREP 2.9,"Mapping cubes, source cube: F_13.02.1.b, target cube: F_13.02.1.b_REF, version: FINREP 2.9"
ECB,M_F_44.02_REF_FINREP 3.0,F_44.02-->F_44.02_REF__FINREP 3.0,M_F_44.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_44.02_FINREP_3.0-Ind,FINREP_REF_F_44.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_44.02, target cube: F_44.02_REF, version: FINREP 3.0"
ECB,M_F_16.04_REF_FINREP 3.0,F_16.04-->F_16.04_REF__FINREP 3.0,M_F_16.04_REF_FINREP 3.0,EBA_FINREP_EBA_F_16.04_FINREP_3.0-Ind,FINREP_REF_F_16.04_REF_FINREP 3.0,"Mapping cubes, source cube: F_16.04, target cube: F_16.04_REF, version: FINREP 3.0"
