MAINTENANCE_AGENCY_ID,CUBE_MAPPING_ID,NAME,CODE,SOURCE_CUBE_ID,DESTINATION_CUBE_ID,DESCRIPTION
ECB,M_F_30.02_REF_FINREP 3.0,F_30.02-->F_30.02_REF__FINREP 3.0,M_F_30.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_30.02_FINREP_3.0-Ind,FINREP_REF_F_30.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_30.02, target cube: F_30.02_REF, version: FINREP 3.0"
ECB,M_F_16.01_REF_FINREP 3.0,F_16.01-->F_16.01_REF__FINREP 3.0,M_F_16.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_16.01_FINREP_3.0-Ind,FINREP_REF_F_16.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_16.01, target cube: F_16.01_REF, version: FINREP 3.0"
ECB,M_F_01.02_REF_FINREP 3.0,F_01.02-->F_01.02_REF__FINREP 3.0,M_F_01.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_01.02_FINREP_3.0-Ind,FINREP_REF_F_01.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_01.02, target cube: F_01.02_REF, version: FINREP 3.0"
ECB,M_F_13.02.1.a_REF_FINREP 2.9,F_13.02.1.a-->F_13.02.1.a_REF__FINREP 2.9,M_F_13.02.1.a_REF_FINREP 2.9,EBA_FINREP_EBA_F_13.02.1.a_FINREP_2.9,FINREP_REF_F_13.02.1.a_REF_FINREP 2.9,"Mapping cubes, source cube: F_13.02.1.a, target cube: F_13.02.1.a_REF, version: FINREP 2.9"
ECB,M_F_45.03_REF_FINREP 3.0,F_45.03-->F_45.03_REF__FINREP 3.0,M_F_45.03_REF_FINREP 3.0,EBA_FINREP_EBA_F_45.03_FINREP_3.0-Ind,FINREP_REF_F_45.03_REF_FINREP 3.0,"Mapping cubes, source cube: F_45.03, target cube: F_45.03_REF, version: FINREP 3.0"
ECB,M_F_09.02_REF_FINREP 3.0,F_09.02-->F_09.02_REF__FINREP 3.0,M_F_09.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_09.02_FINREP_3.0-Ind,FINREP_REF_F_09.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_09.02, target cube: F_09.02_REF, version: FINREP 3.0"
ECB,M_F_04.01_REF_FINREP 3.0,F_04.01-->F_04.01_REF__FINREP 3.0,M_F_04.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_04.01_FINREP_3.0-Ind,FINREP_REF_F_04.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_04.01, target cube: F_04.01_REF, version: FINREP 3.0"
ECB,M_F_20.02_REF_FINREP 3.0,F_20.02-->F_20.02_REF__FINREP 3.0,M_F_20.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_20.02_FINREP_3.0-Ind,FINREP_REF_F_20.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_20.02, target cube: F_20.02_REF, version: FINREP 3.0"
ECB,M_F_02.00_REF_FINREP 3.0,F_02.00-->F_02.00_REF__FINREP 3.0,M_F_02.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_02.00_FINREP_3.0-Ind,FINREP_REF_F_02.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_02.00, target cube: F_02.00_REF, version: FINREP 3.0"
ECB,M_F_09.01_REF_FINREP 3.0,F_09.01-->F_09.01_REF__FINREP 3.0,M_F_09.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_09.01_FINREP_3.0-Ind,FINREP_REF_F_09.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_09.01, target cube: F_09.01_REF, version: FINREP 3.0"
ECB,M_F_16.02_REF_FINREP 3.0,F_16.02-->F_16.02_REF__FINREP 3.0,M_F_16.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_16.02_FINREP_3.0-Ind,FINREP_REF_F_16.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_16.02, target cube: F_16.02_REF, version: FINREP 3.0"
ECB,M_F_01.01_REF_FINREP 3.0,F_01.01-->F_01.01_REF__FINREP 3.0,M_F_01.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_01.01_FINREP_3.0-Ind,FINREP_REF_F_01.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_01.01, target cube: F_01.01_REF, version: FINREP 3.0"
ECB,M_F_10.00_REF_FINREP 3.0,F_10.00-->F_10.00_REF__FINREP 3.0,M_F_10.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_10.00_FINREP_3.0-Ind,FINREP_REF_F_10.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_10.00, target cube: F_10.00_REF, version: FINREP 3.0"
ECB,M_F_20.01_REF_FINREP 3.0,F_20.01-->F_20.01_REF__FINREP 3.0,M_F_20.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_20.01_FINREP_3.0-Ind,FINREP_REF_F_20.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_20.01, target cube: F_20.01_REF, version: FINREP 3.0"
ECB,M_F_11.04_REF_FINREP 3.0,F_11.04-->F_11.04_REF__FINREP 3.0,M_F_11.04_REF_FINREP 3.0,EBA_FINREP_EBA_F_11.04_FINREP_3.0-Ind,FINREP_REF_F_11.04_REF_FINREP 3.0,"Mapping cubes, source cube: F_11.04, target cube: F_11.04_REF, version: FINREP 3.0"
ECB,M_F_04.10_REF_FINREP 3.0,F_04.10-->F_04.10_REF__FINREP 3.0,M_F_04.10_REF_FINREP 3.0,EBA_FINREP_EBA_F_04.10_FINREP_3.0-Ind,FINREP_REF_F_04.10_REF_FINREP 3.0,"Mapping cubes, source cube: F_04.10, target cube: F_04.10_REF, version: FINREP 3.0"
ECB,M_F_13.01_REF_FINREP 3.0,F_13.01-->F_13.01_REF__FINREP 3.0,M_F_13.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_13.01_FINREP_3.0-Ind,FINREP_REF_F_13.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_13.01, target cube: F_13.01_REF, version: FINREP 3.0"
ECB,M_F_12.02_REF_FINREP 3.0,F_12.02-->F_12.02_REF__FINREP 3.0,M_F_12.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_12.02_FINREP_3.0-Ind,FINREP_REF_F_12.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_12.02, target cube: F_12.02_REF, version: FINREP 3.0"
ECB,M_F_05.01_REF_FINREP 3.0,F_05.01-->F_05.01_REF__FINREP 3.0,M_F_05.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_05.01_FINREP_3.0-Ind,FINREP_REF_F_05.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_05.01, target cube: F_05.01_REF, version: FINREP 3.0"
ECB,M_F_04.05_REF_FINREP 3.0,F_04.05-->F_04.05_REF__FINREP 3.0,M_F_04.05_REF_FINREP 3.0,EBA_FINREP_EBA_F_04.05_FINREP_3.0-Ind,FINREP_REF_F_04.05_REF_FINREP 3.0,"Mapping cubes, source cube: F_04.05, target cube: F_04.05_REF, version: FINREP 3.0"
ECB,M_F_20.06_REF_FINREP 3.0,F_20.06-->F_20.06_REF__FINREP 3.0,M_F_20.06_REF_FINREP 3.0,EBA_FINREP_EBA_F_20.06_FINREP_3.0-Ind,FINREP_REF_F_20.06_REF_FINREP 3.0,"Mapping cubes, source cube: F_20.06, target cube: F_20.06_REF, version: FINREP 3.0"
ECB,M_F_11.03_REF_FINREP 3.0,F_11.03-->F_11.03_REF__FINREP 3.0,M_F_11.03_REF_FINREP 3.0,EBA_FINREP_EBA_F_11.03_FINREP_3.0-Ind,FINREP_REF_F_11.03_REF_FINREP 3.0,"Mapping cubes, source cube: F_11.03, target cube: F_11.03_REF, version: FINREP 3.0"
ECB,M_F_04.08_REF_FINREP 3.0,F_04.08-->F_04.08_REF__FINREP 3.0,M_F_04.08_REF_FINREP 3.0,EBA_FINREP_EBA_F_04.08_FINREP_3.0-Ind,FINREP_REF_F_04.08_REF_FINREP 3.0,"Mapping cubes, source cube: F_04.08, target cube: F_04.08_REF, version: FINREP 3.0"
ECB,M_F_17.01_REF_FINREP 3.0,F_17.01-->F_17.01_REF__FINREP 3.0,M_F_17.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_17.01_FINREP_3.0-Ind,FINREP_REF_F_17.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_17.01, target cube: F_17.01_REF, version: FINREP 3.0"
ECB,M_F_16.05_REF_FINREP 3.0,F_16.05-->F_16.05_REF__FINREP 3.0,M_F_16.05_REF_FINREP 3.0,EBA_FINREP_EBA_F_16.05_FINREP_3.0-Ind,FINREP_REF_F_16.05_REF_FINREP 3.0,"Mapping cubes, source cube: F_16.05, target cube: F_16.05_REF, version: FINREP 3.0"
ECB,M_F_14.00_REF_FINREP 3.0,F_14.00-->F_14.00_REF__FINREP 3.0,M_F_14.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_14.00_FINREP_3.0-Ind,FINREP_REF_F_14.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_14.00, target cube: F_14.00_REF, version: FINREP 3.0"
ECB,M_F_08.02_REF_FINREP 3.0,F_08.02-->F_08.02_REF__FINREP 3.0,M_F_08.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_08.02_FINREP_3.0-Ind,FINREP_REF_F_08.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_08.02, target cube: F_08.02_REF, version: FINREP 3.0"
ECB,M_F_44.03_REF_FINREP 3.0,F_44.03-->F_44.03_REF__FINREP 3.0,M_F_44.03_REF_FINREP 3.0,EBA_FINREP_EBA_F_44.03_FINREP_3.0-Ind,FINREP_REF_F_44.03_REF_FINREP 3.0,"Mapping cubes, source cube: F_44.03, target cube: F_44.03_REF, version: FINREP 3.0"
ECB,M_F_16.08_REF_FINREP 3.0,F_16.08-->F_16.08_REF__FINREP 3.0,M_F_16.08_REF_FINREP 3.0,EBA_FINREP_EBA_F_16.08_FINREP_3.0-Ind,FINREP_REF_F_16.08_REF_FINREP 3.0,"Mapping cubes, source cube: F_16.08, target cube: F_16.08_REF, version: FINREP 3.0"
ECB,M_F_13.03.1.b_REF_FINREP 2.9,F_13.03.1.b-->F_13.03.1.b_REF__FINREP 2.9,M_F_13.03.1.b_REF_FINREP 2.9,EBA_FINREP_EBA_F_13.03.1.b_FINREP_2.9,FINREP_REF_F_13.03.1.b_REF_FINREP 2.9,"Mapping cubes, source cube: F_13.03.1.b, target cube: F_13.03.1.b_REF, version: FINREP 2.9"
ECB,M_F_04.06_REF_FINREP 3.0,F_04.06-->F_04.06_REF__FINREP 3.0,M_F_04.06_REF_FINREP 3.0,EBA_FINREP_EBA_F_04.06_FINREP_3.0-Ind,FINREP_REF_F_04.06_REF_FINREP 3.0,"Mapping cubes, source cube: F_04.06, target cube: F_04.06_REF, version: FINREP 3.0"
ECB,M_F_03.00_REF_FINREP 3.0,F_03.00-->F_03.00_REF__FINREP 3.0,M_F_03.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_03.00_FINREP_3.0-Ind,FINREP_REF_F_03.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_03.00, target cube: F_03.00_REF, version: FINREP 3.0"
ECB,M_F_00.01_REF_FINREP 3.0,F_00.01-->F_00.01_REF__FINREP 3.0,M_F_00.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_00.01_FINREP_3.0-Ind,FINREP_REF_F_00.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_00.01, target cube: F_00.01_REF, version: FINREP 3.0"
ECB,M_F_17.02_REF_FINREP 3.0,F_17.02-->F_17.02_REF__FINREP 3.0,M_F_17.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_17.02_FINREP_3.0-Ind,FINREP_REF_F_17.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_17.02, target cube: F_17.02_REF, version: FINREP 3.0"
ECB,M_F_16.06_REF_FINREP 3.0,F_16.06-->F_16.06_REF__FINREP 3.0,M_F_16.06_REF_FINREP 3.0,EBA_FINREP_EBA_F_16.06_FINREP_3.0-Ind,FINREP_REF_F_16.06_REF_FINREP 3.0,"Mapping cubes, source cube: F_16.06, target cube: F_16.06_REF, version: FINREP 3.0"
ECB,M_F_31.01_REF_FINREP 3.0,F_31.01-->F_31.01_REF__FINREP 3.0,M_F_31.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_31.01_FINREP_3.0-Ind,FINREP_REF_F_31.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_31.01, target cube: F_31.01_REF, version: FINREP 3.0"
ECB,M_F_16.03_REF_FINREP 3.0,F_16.03-->F_16.03_REF__FINREP 3.0,M_F_16.03_REF_FINREP 3.0,EBA_FINREP_EBA_F_16.03_FINREP_3.0-Ind,FINREP_REF_F_16.03_REF_FINREP 3.0,"Mapping cubes, source cube: F_16.03, target cube: F_16.03_REF, version: FINREP 3.0"
ECB,M_F_46.00_REF_FINREP 3.0,F_46.00-->F_46.00_REF__FINREP 3.0,M_F_46.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_46.00_FINREP_3.0-Ind,FINREP_REF_F_46.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_46.00, target cube: F_46.00_REF, version: FINREP 3.0"
ECB,M_F_45.01_REF_FINREP 3.0,F_45.01-->F_45.01_REF__FINREP 3.0,M_F_45.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_45.01_FINREP_3.0-Ind,FINREP_REF_F_45.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_45.01, target cube: F_45.01_REF, version: FINREP 3.0"
ECB,M_F_07.02_REF_FINREP 3.0,F_07.02-->F_07.02_REF__FINREP 3.0,M_F_07.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_07.02_FINREP_3.0-Ind,FINREP_REF_F_07.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_07.02, target cube: F_07.02_REF, version: FINREP 3.0"
ECB,M_F_40.02_REF_FINREP 3.0,F_40.02-->F_40.02_REF__FINREP 3.0,M_F_40.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_40.02_FINREP_3.0-Ind,FINREP_REF_F_40.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_40.02, target cube: F_40.02_REF, version: FINREP 3.0"
ECB,M_F_45.02_REF_FINREP 3.0,F_45.02-->F_45.02_REF__FINREP 3.0,M_F_45.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_45.02_FINREP_3.0-Ind,FINREP_REF_F_45.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_45.02, target cube: F_45.02_REF, version: FINREP 3.0"
ECB,M_F_13.03.1.a_REF_FINREP 2.9,F_13.03.1.a-->F_13.03.1.a_REF__FINREP 2.9,M_F_13.03.1.a_REF_FINREP 2.9,EBA_FINREP_EBA_F_13.03.1.a_FINREP_2.9,FINREP_REF_F_13.03.1.a_REF_FINREP 2.9,"Mapping cubes, source cube: F_13.03.1.a, target cube: F_13.03.1.a_REF, version: FINREP 2.9"
ECB,M_F_31.02_REF_FINREP 3.0,F_31.02-->F_31.02_REF__FINREP 3.0,M_F_31.02_REF_FINREP 3.0,EBA_FINREP_EBA_F_31.02_FINREP_3.0-Ind,FINREP_REF_F_31.02_REF_FINREP 3.0,"Mapping cubes, source cube: F_31.02, target cube: F_31.02_REF, version: FINREP 3.0"
ECB,M_F_01.03_REF_FINREP 3.0,F_01.03-->F_01.03_REF__FINREP 3.0,M_F_01.03_REF_FINREP 3.0,EBA_FINREP_EBA_F_01.03_FINREP_3.0-Ind,FINREP_REF_F_01.03_REF_FINREP 3.0,"Mapping cubes, source cube: F_01.03, target cube: F_01.03_REF, version: FINREP 3.0"
ECB,M_F_07.01_REF_FINREP 3.0,F_07.01-->F_07.01_REF__FINREP 3.0,M_F_07.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_07.01_FINREP_3.0-Ind,FINREP_REF_F_07.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_07.01, target cube: F_07.01_REF, version: FINREP 3.0"
ECB,M_F_40.01_REF_FINREP 3.0,F_40.01-->F_40.01_REF__FINREP 3.0,M_F_40.01_REF_FINREP 3.0,EBA_FINREP_EBA_F_40.01_FINREP_3.0-Ind,FINREP_REF_F_40.01_REF_FINREP 3.0,"Mapping cubes, source cube: F_40.01, target cube: F_40.01_REF, version: FINREP 3.0"
ECB,M_F_20.03_REF_FINREP 3.0,F_20.03-->F_20.03_REF__FINREP 3.0,M_F_20.03_REF_FINREP 3.0,EBA_FINREP_EBA_F_20.03_FINREP_3.0-Ind,FINREP_REF_F_20.03_REF_FINREP 3.0,"Mapping cubes, source cube: F_20.03, target cube: F_20.03_REF, version: FINREP 3.0"
ECB,M_F_43.00_REF_FINREP 3.0,F_43.00-->F_43.00_REF__FINREP 3.0,M_F_43.00_REF_FINREP 3.0,EBA_FINREP_EBA_F_43.00_FINREP_3.0-Ind,FINREP_REF_F_43.00_REF_FINREP 3.0,"Mapping cubes, source cube: F_43.00, target cube: F_43.00_REF, version: FINREP 3.0"
ECB,M_F_19.00.c_REF_FINREP 201,F_19.00.c-->F_19.00.c_REF__FINREP 201,M_F_19.00.c_REF_FINREP 201,EBA_FINREP_EBA_F_19.00.c_FINREP_2017-A,FINREP_REF_F_19.00.c_REF_FINREP 201,"Mapping cubes, source cube: F_19.00.c, target cube: F_19.00.c_REF, version: FINREP 201"
ECB,M_F_09.01.1_REF_FINREP 201,F_09.01.1-->F_09.01.1_REF__FINREP 201,M_F_09.01.1_REF_FINREP 201,EBA_FINREP_EBA_F_09.01.1_FINREP_2017-A,FINREP_REF_F_09.01.1_REF_FINREP 201,"Mapping cubes, source cube: F_09.01.1, target cube: F_09.01.1_REF, version: FINREP 201"
ECB,M_F_16.04.1_REF_FINREP 201,F_16.04.1-->F_16.04.1_REF__FINREP 201,M_F_16.04.1_REF_FINREP 201,EBA_FINREP_EBA_F_16.04.1_FINREP_2017-A,FINREP_REF_F_16.04.1_REF_FINREP 201,"Mapping cubes, source cube: F_16.04.1, target cube: F_16.04.1_REF, version: FINREP 201"
ECB,M_F_04.03.1_REF_FINREP 201,F_04.03.1-->F_04.03.1_REF__FINREP 201,M_F_04.03.1_REF_FINREP 201,EBA_FINREP_EBA_F_04.03.1_FINREP_2017-A,FINREP_REF_F_04.03.1_REF_FINREP 201,"Mapping cubes, source cube: F_04.03.1, target cube: F_04.03.1_REF, version: FINREP 201"
ECB,M_F_15.00.a_REF_FINREP 201,F_15.00.a-->F_15.00.a_REF__FINREP 201,M_F_15.00.a_REF_FINREP 201,EBA_FINREP_EBA_F_15.00.a_FINREP_2017-A,FINREP_REF_F_15.00.a_REF_FINREP 201,"Mapping cubes, source cube: F_15.00.a, target cube: F_15.00.a_REF, version: FINREP 201"
ECB,M_F_04.04.1_REF_FINREP 201,F_04.04.1-->F_04.04.1_REF__FINREP 201,M_F_04.04.1_REF_FINREP 201,EBA_FINREP_EBA_F_04.04.1_FINREP_2017-A,FINREP_REF_F_04.04.1_REF_FINREP 201,"Mapping cubes, source cube: F_04.04.1, target cube: F_04.04.1_REF, version: FINREP 201"
ECB,M_F_15.00.b_REF_FINREP 201,F_15.00.b-->F_15.00.b_REF__FINREP 201,M_F_15.00.b_REF_FINREP 201,EBA_FINREP_EBA_F_15.00.b_FINREP_2017-A,FINREP_REF_F_15.00.b_REF_FINREP 201,"Mapping cubes, source cube: F_15.00.b, target cube: F_15.00.b_REF, version: FINREP 201"
ECB,M_F_18.00.c_REF_FINREP 201,F_18.00.c-->F_18.00.c_REF__FINREP 201,M_F_18.00.c_REF_FINREP 201,EBA_FINREP_EBA_F_18.00.c_FINREP_2017-A,FINREP_REF_F_18.00.c_REF_FINREP 201,"Mapping cubes, source cube: F_18.00.c, target cube: F_18.00.c_REF, version: FINREP 201"
ECB,M_F_19.00.d_REF_FINREP 201,F_19.00.d-->F_19.00.d_REF__FINREP 201,M_F_19.00.d_REF_FINREP 201,EBA_FINREP_EBA_F_19.00.d_FINREP_2017-A,FINREP_REF_F_19.00.d_REF_FINREP 201,"Mapping cubes, source cube: F_19.00.d, target cube: F_19.00.d_REF, version: FINREP 201"
ECB,M_F_20.07.1_REF_FINREP 201,F_20.07.1-->F_20.07.1_REF__FINREP 201,M_F_20.07.1_REF_FINREP 201,EBA_FINREP_EBA_F_20.07.1_FINREP_2017-A,FINREP_REF_F_20.07.1_REF_FINREP 201,"Mapping cubes, source cube: F_20.07.1, target cube: F_20.07.1_REF, version: FINREP 201"
ECB,M_F_19.00.b_REF_FINREP 201,F_19.00.b-->F_19.00.b_REF__FINREP 201,M_F_19.00.b_REF_FINREP 201,EBA_FINREP_EBA_F_19.00.b_FINREP_2017-A,FINREP_REF_F_19.00.b_REF_FINREP 201,"Mapping cubes, source cube: F_19.00.b, target cube: F_19.00.b_REF, version: FINREP 201"
ECB,M_F_19.00.a_REF_FINREP 201,F_19.00.a-->F_19.00.a_REF__FINREP 201,M_F_19.00.a_REF_FINREP 201,EBA_FINREP_EBA_F_19.00.a_FINREP_2017-A,FINREP_REF_F_19.00.a_REF_FINREP 201,"Mapping cubes, source cube: F_19.00.a, target cube: F_19.00.a_REF, version: FINREP 201"
ECB,M_F_04.02.1_REF_FINREP 201,F_04.02.1-->F_04.02.1_REF__FINREP 201,M_F_04.02.1_REF_FINREP 201,EBA_FINREP_EBA_F_04.02.1_FINREP_2017-A,FINREP_REF_F_04.02.1_REF_FINREP 201,"Mapping cubes, source cube: F_04.02.1, target cube: F_04.02.1_REF, version: FINREP 201"
ECB,M_F_18.00.b_REF_FINREP 201,F_18.00.b-->F_18.00.b_REF__FINREP 201,M_F_18.00.b_REF_FINREP 201,EBA_FINREP_EBA_F_18.00.b_FINREP_2017-A,FINREP_REF_F_18.00.b_REF_FINREP 201,"Mapping cubes, source cube: F_18.00.b, target cube: F_18.00.b_REF, version: FINREP 201"
ECB,M_F_20.05.a_REF_FINREP 201,F_20.05.a-->F_20.05.a_REF__FINREP 201,M_F_20.05.a_REF_FINREP 201,EBA_FINREP_EBA_F_20.05.a_FINREP_2017-A,FINREP_REF_F_20.05.a_REF_FINREP 201,"Mapping cubes, source cube: F_20.05.a, target cube: F_20.05.a_REF, version: FINREP 201"
ECB,M_F_08.01.a_REF_FINREP 201,F_08.01.a-->F_08.01.a_REF__FINREP 201,M_F_08.01.a_REF_FINREP 201,EBA_FINREP_EBA_F_08.01.a_FINREP_2017-A,FINREP_REF_F_08.01.a_REF_FINREP 201,"Mapping cubes, source cube: F_08.01.a, target cube: F_08.01.a_REF, version: FINREP 201"
ECB,M_F_04.02.2_REF_FINREP 201,F_04.02.2-->F_04.02.2_REF__FINREP 201,M_F_04.02.2_REF_FINREP 201,EBA_FINREP_EBA_F_04.02.2_FINREP_2017-A,FINREP_REF_F_04.02.2_REF_FINREP 201,"Mapping cubes, source cube: F_04.02.2, target cube: F_04.02.2_REF, version: FINREP 201"
ECB,M_F_18.00.a_REF_FINREP 201,F_18.00.a-->F_18.00.a_REF__FINREP 201,M_F_18.00.a_REF_FINREP 201,EBA_FINREP_EBA_F_18.00.a_FINREP_2017-A,FINREP_REF_F_18.00.a_REF_FINREP 201,"Mapping cubes, source cube: F_18.00.a, target cube: F_18.00.a_REF, version: FINREP 201"
ECB,M_F_20.05.b_REF_FINREP 201,F_20.05.b-->F_20.05.b_REF__FINREP 201,M_F_20.05.b_REF_FINREP 201,EBA_FINREP_EBA_F_20.05.b_FINREP_2017-A,FINREP_REF_F_20.05.b_REF_FINREP 201,"Mapping cubes, source cube: F_20.05.b, target cube: F_20.05.b_REF, version: FINREP 201"
