MAINTENANCE_AGENCY_ID,FACET_ID,CODE,NAME,FACET_VALUE_TYPE
ECB,BLN_STRNG,BLN_STRNG,Boolean string,String
ECB,STRNG_120_ID,STRNG_120_ID,STRNG_120_ID,String
ECB,ISIN_12,ISIN_12,ISIN_12,String
ECB,STRNG_ASCII_250,STRNG_ASCII_250,STRNG_ASCII_250,String
ECB,STRNG_1,STRNG_1,STRNG_1,String
ECB,STRNG_2,STRNG_2,String restricted to two characters,String
ECB,STRNG_10,STRNG_10,STRNG_10,String
ECB,STRNG_255,STRNG_255,STRNG_255,String
ECB,STRNG_FULL,STRNG_FULL,STRNG_FULL,String
ECB,INTGR_NN_NGTV,INTGR_NN_NGTV,INTGR_NN_NGTV,Integer
ECB,FLL_YYYY_MM_DD,FLL_YYYY_MM_DD,FLL_YYYY_MM_DD,GregorianDay
ECB,ID_3,ID_3,ID_3,String
ECB,ID_7,ID_7,ID_7,String
ECB,ID_6,ID_6,ID_6,String
ECB,ID_8,ID_8,ID_8,String
ECB,ID_4,ID_4,ID_4,String
ECB,ID_9,ID_9,ID_9,String
ECB,ID_5,ID_5,ID_5,String
ECB,ID_1,ID_1,ID_1,String
ECB,ID_10,ID_10,ID_10,String
ECB,AN_64,AN_64,AN_64,String
ECB,ID_20,ID_20,ID_20,String
ECB,ID_5D,ID_5D,ID_5D,String
ECB,ID_11,ID_11,ID_11,String
ECB,ID_13D,ID_13D,ID_13D,String
ECB,ID_12D,ID_12D,ID_12D,String
ECB,ID_8DL,ID_8DL,ID_8DL,String
ECB,ALL_6D,ALL_6D,ALL_6D,Decimal
ECB,ALL_2D,ALL_2D,ALL_2D,Decimal
ECB,ID_0_9,ID_0_9,ID_0_9,String
ECB,ID_L_7D,ID_L_7D,ID_L_7D,String
ECB,0TO1_6D,0TO1_6D,0TO1_6D,Decimal
ECB,ID_7_5D,ID_7_5D,ID_7_5D,String
ECB,ID_SI_8,ID_SI_8,ID_SI_8,String
ECB,PSTV_2D,PSTV_2D,PSTV_2D,Decimal
ECB,ID_9_13,ID_9_13,ID_9_13,String
ECB,ID_DE_9D,ID_DE_9D,ID_DE_9D,String
ECB,ID_1D_5D,ID_1D_5D,ID_1D_5D,String
ECB,STRNG_50,STRNG_50,STRNG_50,String
ECB,ID_FI_8D,ID_FI_8D,ID_FI_8D,String
ECB,ID_PF_4D,ID_PF_4D,ID_PF_4D,String
ECB,ID_8D_1L,ID_8D_1L,ID_8D_1L,String
ECB,ID_1L_9D,ID_1L_9D,ID_1L_9D,String
ECB,ID_2D_7D,ID_2D_7D,ID_2D_7D,String
ECB,STRNG_20,STRNG_20,STRNG_20,String
ECB,ID_1D_2D,ID_1D_2D,ID_1D_2D,String
ECB,ID_PL_10,ID_PL_10,ID_PL_10,String
ECB,ID_1D_3D,ID_1D_3D,ID_1D_3D,String
ECB,ID_9D_1D,ID_9D_1D,ID_9D_1D,String
ECB,ID_9D_1L,ID_9D_1L,ID_9D_1L,String
ECB,ID_6D_4D,ID_6D_4D,ID_6D_4D,String
ECB,ID_HU_8D,ID_HU_8D,ID_HU_8D,String
ECB,ID_39_2D,ID_39_2D,ID_39_2D,String
ECB,ID_2L_7D,ID_2L_7D,ID_2L_7D,String
ECB,ID_2L_5D,ID_2L_5D,ID_2L_5D,String
ECB,ID_SE_12,ID_SE_12,ID_SE_12,String
ECB,ID_A_Z_D,ID_A_Z_D,ID_A_Z_D,String
ECB,ID_6D_1L,ID_6D_1L,ID_6D_1L,String
ECB,ID_S13_8D,ID_S13_8D,ID_S13_8D,String
ECB,ID_LV_11D,ID_LV_11D,ID_LV_11D,String
ECB,ID_MAX_8D,ID_MAX_8D,ID_MAX_8D,String
ECB,ID_IT_13D,ID_IT_13D,ID_IT_13D,String
ECB,ID_SK_10D,ID_SK_10D,ID_SK_10D,String
ECB,PTTRN_LEI,PTTRN_LEI,PTTRN_LEI,String
ECB,ID_RO_10D,ID_RO_10D,ID_RO_10D,String
ECB,ID_COP_8D,ID_COP_8D,ID_COP_8D,String
ECB,ID_D_7D_L,ID_D_7D_L,ID_D_7D_L,String
ECB,ID_1D_12D,ID_1D_12D,ID_1D_12D,String
ECB,ID_MAX_6D,ID_MAX_6D,ID_MAX_6D,String
ECB,ID_MAX_7D,ID_MAX_7D,ID_MAX_7D,String
ECB,ID_1_TO_8,ID_1_TO_8,ID_1_TO_8,String
ECB,ID_1_TO_4,ID_1_TO_4,ID_1_TO_4,String
ECB,ID_5_TO_6,ID_5_TO_6,ID_5_TO_6,String
ECB,PSTL_CD_PT,PSTL_CD_PT,Facet for the postal code of Portugal,String
ECB,PSTL_CD_CA,PSTL_CD_CA,Facet for the postal code of Canada,String
ECB,PSTL_CD_HK,PSTL_CD_HK,Facet for the postal code of Hong Kong,String
ECB,PSTL_CD_LV,PSTL_CD_LV,Facet for the postal code of Latvia,String
ECB,PSTL_CD_CU,PSTL_CD_CU,Facet for the postal code of Cuba,String
ECB,PSTL_CD_IO,PSTL_CD_IO,Facet for the postal code of British Indian Ocean Territory (the),String
ECB,PSTL_CD_LB,PSTL_CD_LB,Facet for the postal code of Lebanon,String
ECB,PSTL_CD_PL,PSTL_CD_PL,Facet for the postal code of Poland,String
ECB,PSTL_CD_BM,PSTL_CD_BM,Facet for the postal code of Bermuda,String
ECB,PSTL_CD_NF,PSTL_CD_NF,Facet for the postal code of Norfolk Island,String
ECB,NN_NGTV_2D,NN_NGTV_2D,NN_NGTV_2D,Monetary
ECB,PSTL_CD_AQ,PSTL_CD_AQ,Facet for the postal code of Antarctica,String
ECB,PSTL_CD_VI,PSTL_CD_VI,Facet for the postal code of Virgin Islands (U.S.),String
ECB,PSTL_CD_AM,PSTL_CD_AM,Facet for the postal code of Armenia,String
ECB,PSTL_CD_AI,PSTL_CD_AI,Facet for the postal code of Anguilla,String
ECB,PSTL_CD_NR,PSTL_CD_NR,Facet for the postal code of Nauru,String
ECB,PSTL_CD_SH,PSTL_CD_SH,"Facet for the postal code of Saint Helena, Ascension and Tristan da Cunha",String
ECB,ID_9_10_13,ID_9_10_13,ID_9_10_13,String
ECB,PSTL_CD_VA,PSTL_CD_VA,Facet for the postal code of Holy See (the),String
ECB,PSTL_CD_SA,PSTL_CD_SA,Facet for the postal code of Saudi Arabia,String
ECB,NN_NGTV_6D,NN_NGTV_6D,NN_NGTV_6D,Decimal
ECB,PSTL_CD_SE,PSTL_CD_SE,Facet for the postal code of Sweden,String
ECB,PSTL_CD_AD,PSTL_CD_AD,Facet for the postal code of Andorra,String
ECB,PSTL_CD_KZ,PSTL_CD_KZ,Facet for the postal code of Kazakhstan,String
ECB,PSTL_CD_SM,PSTL_CD_SM,Facet for the postal code of San Marino,String
ECB,PSTL_CD_SI,PSTL_CD_SI,PSTL_CD_SI,String
ECB,PSTL_CD_KN,PSTL_CD_KN,Facet for the postal code of Saint Kitts and Nevis,String
ECB,LTN_EXT_50,LTN_EXT_50,LTN_EXT_50,String
ECB,PSTL_CD_NC,PSTL_CD_NC,Facet for the postal code of New Caledonia,String
ECB,ID_6D_L_3D,ID_6D_L_3D,ID_6D_L_3D,String
ECB,ID_CZ_8_10,ID_CZ_8_10,ID_CZ_8_10,String
ECB,PSTL_CD_LC,PSTL_CD_LC,Facet for the postal code of Saint Lucia,String
ECB,PSTL_CD_GI,PSTL_CD_GI,Facet for the postal code of Gibraltar,String
ECB,PSTL_CD_MS,PSTL_CD_MS,Facet for the postal code of Montserrat,String
ECB,PSTL_CD_BH,PSTL_CD_BH,Facet for the postal code of Bahrain,String
ECB,ID_14_OR_9,ID_14_OR_9,ID_14_OR_9,String
ECB,ID_8D_#_3D,ID_8D_#_3D,ID_8D_#_3D,String
ECB,PSTL_CD_CX,PSTL_CD_CX,Facet for the postal code of Christmas Island,String
ECB,ID_9D_OR_L,ID_9D_OR_L,ID_9D_OR_L,String
ECB,PSTL_CD_IR,PSTL_CD_IR,Facet for the postal code of Iran (Islamic Republic of),String
ECB,PSTL_CD_GU,PSTL_CD_GU,Facet for the postal code of Guam,String
ECB,PSTL_CD_FM,PSTL_CD_FM,"Facet for the postal code of Micronesia, Federated States of",String
ECB,PSTL_CD_BN,PSTL_CD_BN,Facet for the postal code of Brunei Darussalam,String
ECB,PSTL_CD_CZ,PSTL_CD_CZ,Facet for the postal code of Czechia,String
ECB,PSTL_CD_GG,PSTL_CD_GG,Facet for the postal code of Guernsey,String
ECB,PSTL_CD_HT,PSTL_CD_HT,Facet for the postal code of Haiti,String
ECB,PSTL_CD_BB,PSTL_CD_BB,Facet for the postal code of Barbados,String
ECB,PSTL_CD_MU,PSTL_CD_MU,Facet for the postal code of Mauritius,String
ECB,PSTL_CD_LU,PSTL_CD_LU,Facet for the postal code of Luxembourg,String
ECB,PSTL_CD_BR,PSTL_CD_BR,Facet for the postal code of Brazil,String
ECB,PSTL_CD_FK,PSTL_CD_FK,Facet for the postal code of Falkland Islands (the) [Malvinas],String
ECB,ID_CYIF_4D,ID_CYIF_4D,ID_CYIF_4D,String
ECB,ID_J_D_D_D,ID_J_D_D_D,ID_J_D_D_D,String
ECB,PSTL_CD_PS,PSTL_CD_PS,"Facet for the postal code of Palestine, State of",String
ECB,PSTL_CD_PW,PSTL_CD_PW,Facet for the postal code of Palau,String
ECB,PSTL_CD_GS,PSTL_CD_GS,Facet for the postal code of South Georgia and the South Sandwich Islands,String
ECB,PSTL_CD_SK,PSTL_CD_SK,Facet for the postal code of Slovakia,String
ECB,PSTL_CD_NU,PSTL_CD_NU,Facet for the postal code of Niue,String
ECB,PSTL_CD_AZ,PSTL_CD_AZ,Facet for the postal code of Azerbaijan,String
ECB,PSTL_CD_JP,PSTL_CD_JP,Facet for the postal code of Japan,String
ECB,ID_8D_DASH,ID_8D_DASH,ID_8D_DASH,String
ECB,PSTL_CD_WF,PSTL_CD_WF,Facet for the postal code of Wallis and Futuna,String
ECB,ID_VAR_LEN,ID_VAR_LEN,ID_VAR_LEN,String
ECB,PSTL_CD_AR,PSTL_CD_AR,Facet for the postal code of Argentina,String
ECB,PSTL_CD_NL,PSTL_CD_NL,Facet for the postal code of Netherlands (the),String
ECB,PSTL_CD_SZ,PSTL_CD_SZ,Facet for the postal code of Swaziland,String
ECB,PSTL_CD_AS,PSTL_CD_AS,Facet for the postal code of American Samoa,String
ECB,PSTL_CD_KI,PSTL_CD_KI,Facet for the postal code of Kiribati,String
ECB,PSTL_CD_JM,PSTL_CD_JM,Facet for the postal code of Jamaica,String
ECB,PSTL_CD_VC,PSTL_CD_VC,Facet for the postal code of Saint Vincent and the Grenadines,String
ECB,PSTL_CD_KY,PSTL_CD_KY,Facet for the postal code of Cayman Islands (the),String
ECB,ID_8_OR_10,ID_8_OR_10,ID_8_OR_10,String
ECB,PSTL_CD_WS,PSTL_CD_WS,Facet for the postal code of Samoa,String
ECB,PSTL_CD_VG,PSTL_CD_VG,Facet for the postal code of Virgin Islands (British),String
ECB,PSTL_CD_JE,PSTL_CD_JE,Facet for the postal code of Jersey,String
ECB,PSTL_CD_LT,PSTL_CD_LT,Facet for the postal code of Lithuania,String
ECB,PSTL_CD_HM,PSTL_CD_HM,Facet for the postal code of Heard Island and McDonald Islands,String
ECB,PSTL_CD_TC,PSTL_CD_TC,Facet for the postal code of Turks and Caicos Islands (the),String
ECB,PSTL_CD_CC,PSTL_CD_CC,Facet for the postal code of Cocos (Keeling) Islands (the),String
ECB,PSTL_CD_MD,PSTL_CD_MD,Facet for the postal code of Moldova (the Republic of),String
ECB,PSTL_CD_US,PSTL_CD_US,Facet for the postal code of United States of America (the),String
ECB,PSTL_CD_GR,PSTL_CD_GR,Facet for the postal code of Greece,String
ECB,PSTL_CD_MH,PSTL_CD_MH,Facet for the postal code of Marshall Islands (the),String
ECB,ID_1_TO_10,ID_1_TO_10,ID_1_TO_10,String
ECB,PSTL_CD_GB,PSTL_CD_GB,Facet for the postal code of United Kingdom of Great Britain and Northern Ireland (the),String
ECB,PSTL_CD_PF,PSTL_CD_PF,Facet for the postal code of French Polynesia,String
ECB,PSTL_CD_TW,PSTL_CD_TW,Facet for the postal code of Taiwan (Province of China),String
ECB,PSTL_CD_PN,PSTL_CD_PN,Facet for the postal code of Pitcairn,String
ECB,PSTL_CD_MT,PSTL_CD_MT,Facet for the postal code of Malta,String
ECB,PSTL_CD_IM,PSTL_CD_IM,Facet for the postal code of Isle of Man,String
ECB,PSTL_CD_MP,PSTL_CD_MP,Facet for the postal code of Northern Mariana Islands,String
ECB,ID_BG_9_10,ID_BG_9_10,ID_BG_9_10,String
ECB,ID_4D_TO_5D,ID_4D_TO_5D,ID_4D_TO_5D,String
ECB,ID_4D_TO_6D,ID_4D_TO_6D,ID_4D_TO_6D,String
ECB,PSTL_CD_OPN,PSTL_CD_OPN,PSTL_CD_OPN,String
ECB,ID_2D_8D_1D,ID_2D_8D_1D,ID_2D_8D_1D,String
ECB,ID_2D-2D-6D,ID_2D-2D-6D,ID_2D-2D-6D,String
ECB,ID_4D_1L_5D,ID_4D_1L_5D,ID_4D_1L_5D,String
ECB,ID_11D_OR_L,ID_11D_OR_L,ID_11D_OR_L,String
ECB,ID_3D_3D_3D,ID_3D_3D_3D,ID_3D_3D_3D,String
ECB,ID_3D_2D_5D,ID_3D_2D_5D,ID_3D_2D_5D,String
ECB,ID_10D_OR_L,ID_10D_OR_L,ID_10D_OR_L,String
ECB,LTN_EXT_255,LTN_EXT_255,LTN_EXT_255,String
ECB,ID_5D_TO_7D,ID_5D_TO_7D,ID_5D_TO_7D,String
ECB,ID_21D_OR_L,ID_21D_OR_L,ID_21D_OR_L,String
ECB,ID_2D_3L_5D,ID_2D_3L_5D,ID_2D_3L_5D,String
ECB,ID_1_TO_8_3D,ID_1_TO_8_3D,ID_1_TO_8_3D,String
ECB,ID_RS_PIB_CD,ID_RS_PIB_CD,ID_RS_PIB_CD,String
ECB,ID_HCX_6D_2D,ID_HCX_6D_2D,ID_HCX_6D_2D,String
ECB,ID_LT_INV_CD,ID_LT_INV_CD,ID_LT_INV_CD,String
ECB,ID_LV_FON_CD,ID_LV_FON_CD,ID_LV_FON_CD,String
ECB,ID_1_TO_8_4D,ID_1_TO_8_4D,ID_1_TO_8_4D,String
ECB,FLL_YYYYMMDD,FLL_YYYYMMDD,FLL_YYYYMMDD,GregorianDay
ECB,ID_0_OR_1_8D,ID_0_OR_1_8D,ID_0_OR_1_8D,String
ECB,ID_18_L_OR_D,ID_18_L_OR_D,ID_18_L_OR_D,String
ECB,ID_1_TO_5_4D,ID_1_TO_5_4D,ID_1_TO_5_4D,String
ECB,ID_6D_DSH_1L,ID_6D_DSH_1L,ID_6D_DSH_1L,String
ECB,ID_GB_VAT_CD,ID_GB_VAT_CD,ID_GB_VAT_CD,String
ECB,ID_1D_TO_10D,ID_1D_TO_10D,ID_1D_TO_10D,String
ECB,ID_1L_6D_C_5D,ID_1L_6D_C_5D,ID_1L_6D_C_5D,String
ECB,ID_10D_OR_9DK,ID_10D_OR_9DK,ID_10D_OR_9DK,String
ECB,RSTRCTD_ID_52,RSTRCTD_ID_52,RSTRCTD_ID_52,String
ECB,RL_NN_NGTV_2D,RL_NN_NGTV_2D,RL_NN_NGTV_2D,Decimal
ECB,RSTRCTD_ID_50,RSTRCTD_ID_50,RSTRCTD_ID_50,String
ECB,ID_5D_DASH_4D,ID_5D_DASH_4D,ID_5D_DASH_4D,String
ECB,RSTRCTD_ID_60,RSTRCTD_ID_60,RSTRCTD_ID_60,String
ECB,ID_2L_1_TO_8D,ID_2L_1_TO_8D,ID_2L_1_TO_8D,String
ECB,ID_2D_3D_3D_3D,ID_2D_3D_3D_3D,ID_2D_3D_3D_3D,String
ECB,ID_8D_OR_8D_1L,ID_8D_OR_8D_1L,ID_8D_OR_8D_1L,String
ECB,ID_7D_OR_BC_7D,ID_7D_OR_BC_7D,ID_7D_OR_BC_7D,String
ECB,ID_SK_8D_3L_2D,ID_SK_8D_3L_2D,ID_SK_8D_3L_2D,String
ECB,ID_CH_3D_7D_1D,ID_CH_3D_7D_1D,ID_CH_3D_7D_1D,String
ECB,END_MNTH_YYYYMM,END_MNTH_YYYYMM,END_MNTH_YYYYMM,GregorianDay
ECB,ID_CHE_3D_3D_3D,ID_CHE_3D_3D_3D,ID_CHE_3D_3D_3D,String
ECB,ID_1_OR_9_D_1_6,ID_1_OR_9_D_1_6,ID_1_OR_9_D_1_6,String
ECB,END_QRTR_YYYYMM,END_QRTR_YYYYMM,END_QRTR_YYYYMM,GregorianDay
ECB,ID_8D_3D_2D_2D_L,ID_8D_3D_2D_2D_L,ID_8D_3D_2D_2D_L,String
ECB,ID_3L_6D_3D_OR_L,ID_3L_6D_3D_OR_L,ID_3L_6D_3D_OR_L,String
ECB,ID_FR_10L_OR_10D,ID_FR_10L_OR_10D,ID_FR_10L_OR_10D,String
ECB,ID_VAR_LEN_D_DASH,ID_VAR_LEN_D_DASH,ID_VAR_LEN_D_DASH,String
ECB,ID_GV_4D_OR_LA_3D,ID_GV_4D_OR_LA_3D,ID_GV_4D_OR_LA_3D,String
ECB,ID_FL_4D_3D_3D_1D,ID_FL_4D_3D_3D_1D,ID_FL_4D_3D_3D_1D,String
ECB,ID_2D_3D_3D_4D_2D,ID_2D_3D_3D_4D_2D,ID_2D_3D_3D_4D_2D,String
ECB,ID_DE_TRD_RGSTR_CD,ID_DE_TRD_RGSTR_CD,ID_DE_TRD_RGSTR_CD,String
ECB,END_MNTH_YYYY_MM_DD,END_MNTH_YYYY_MM_DD,END_MNTH_YYYY_MM_DD,GregorianDay
ECB,END_QRTR_YYYY_MM_DD,END_QRTR_YYYY_MM_DD,END_QRTR_YYYY_MM_DD,GregorianDay
ECB,ID_2D_3D_3D_1D_3D_3D,ID_2D_3D_3D_1D_3D_3D,ID_2D_3D_3D_1D_3D_3D,String
ECB,ID_CH_3D_1D_3D_3D_1D,ID_CH_3D_1D_3D_3D_1D,ID_CH_3D_1D_3D_3D_1D,String
ECB,ID_FB5D_OR_FB3D_1L_2D,ID_FB5D_OR_FB3D_1L_2D,ID_FB5D_OR_FB3D_1L_2D,String
ECB,ID_2D_3D_3D_KORD_OR_8D_KORD,ID_2D_3D_3D_KORD_OR_8D_KORD,ID_2D_3D_3D_KORD_OR_8D_KORD,String
ECB,FLL_YYYY_MM_DD_T_HH24_MI_SS,FLL_YYYY_MM_DD_T_HH24_MI_SS,FLL_YYYY_MM_DD_T_HH24_MI_SS,GregorianDay
ECB,RSTRCTD_ID_50_WTHT_LT_BLNKS_ONLY,RSTRCTD_ID_50_WTHT_LT_BLNKS_ONLY,RSTRCTD_ID_50_WTHT_LT_BLNKS_ONLY,String
ECB,ID_1_TO_2_3_TO_5_OR_D_4D_2D_OR_2D_2D_4D_2D,ID_1_TO_2_3_TO_5_OR_D_4D_2D_OR_2D_2D_4D_2D,ID_1_TO_2_3_TO_5_OR_D_4D_2D_OR_2D_2D_4D_2D,String